ContractId,CustomerId,ComplaintId,ContractDescription,ContractAmount,CurrencyCode,ContractEffectiveDate,ContractEndDate,ContractTerm,SLASchemeId,CustomerSegment,,,
50-6795129,1121764,1693014,gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut,650,INR,2023-07-04,2021-12-28,18 Months,#b797e6,Empty,,,
72-4831714,1147492,2233138,integer aliquet massa id lobortis convallis tortor risus dapibus augue,950,INR,2020-07-23,2020-02-09,6 Months,#faf20e,Empty,,,
19-2038816,1174819,1267418,tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut,650,INR,2021-02-16,2021-03-04,1 Months,#9cce24,Empty,,,
25-3216842,1623240,723461,nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla,350,INR,2021-02-17,2020-10-29,4 Months,#d45b31,Empty,,,
02-5867795,1766191,434031,metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis,350,INR,2021-02-02,2019-06-02,20 Months,#90dc78,Empty,,,
87-0124398,1437656,1102968,maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante,950,INR,2022-02-14,2019-07-12,32 Months,#779efa,Empty,,,
33-4383907,1225095,2357670,odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel,1500,INR,2021-06-11,2021-06-05,0 Months,#cb45f6,Empty,,,
82-7274105,1755656,1108129,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros,350,INR,2023-09-05,2020-01-27,44 Months,#f42515,Empty,,,
46-7227834,1143716,2179844,lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt,650,INR,2020-07-19,2021-07-30,13 Months,#8fe357,Empty,,,
03-2613768,1465874,1849932,elit proin risus praesent lectus vestibulum quam sapien varius ut blandit,950,INR,2021-12-28,2021-05-30,7 Months,#3b71b9,Empty,,,
31-2208673,1661563,1806140,quam a odio in hac habitasse platea dictumst maecenas ut massa,350,INR,2023-01-31,2020-03-03,35 Months,#7b400c,Empty,,,
18-3738863,1238022,2130802,arcu sed augue aliquam erat volutpat in congue etiam justo,950,INR,2022-04-21,2021-05-26,11 Months,#d2c97c,Empty,,,
03-8253387,1276723,1938387,non sodales sed tincidunt eu felis fusce posuere felis sed,950,INR,2021-02-19,2022-07-12,17 Months,#b1dcaa,Empty,,,
22-9442425,1564344,1254839,sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus,1500,INR,2021-04-11,2020-01-07,15 Months,#82ab5b,Empty,,,
41-5360158,1774377,2148584,turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum,950,INR,2023-07-27,2022-03-14,17 Months,#f917ff,Empty,,,
09-0222395,1558926,36567,nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est,950,INR,2022-08-14,2022-07-23,1 Months,#8d1f75,Empty,,,
97-5283979,1555430,1384822,in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis,1500,INR,2021-08-29,2021-12-26,4 Months,#2131ac,Empty,,,
23-5179904,1529020,752334,magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,1500,INR,2021-03-02,2021-03-05,0 Months,#647e9c,Empty,,,
76-5955706,1291905,2401004,aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales,650,INR,2023-10-06,2022-09-17,13 Months,#aea9e0,Empty,,,
18-3177310,1213257,2207360,rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis,1500,INR,2020-08-19,2019-11-08,10 Months,#96bd05,Empty,,,
06-4854888,1388888,140805,eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit,650,INR,2022-09-03,2022-01-09,8 Months,#010a96,Empty,,,
85-1843947,1186232,1241561,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,950,INR,2022-05-15,2020-06-18,23 Months,#c96acc,Empty,,,
33-4064654,1358802,1250400,aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut,950,INR,2022-01-26,2021-03-26,10 Months,#62e9bf,Empty,,,
87-8007903,1703163,2298950,blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,1500,INR,2023-10-30,2020-06-14,41 Months,#e21687,Empty,,,
89-8621270,1581463,2484045,ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,950,INR,2023-08-17,2021-07-08,26 Months,#4a8625,Empty,,,
70-2587318,1412269,2095581,dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero,950,INR,2021-02-20,2022-09-16,19 Months,#0edd49,Empty,,,
38-2017233,1787696,730699,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel,650,INR,2020-12-02,2021-08-23,9 Months,#da26b2,Empty,,,
25-2207199,1657309,289850,eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum,350,INR,2021-03-11,2022-01-13,10 Months,#d1fda0,Empty,,,
75-2633022,1817813,2249278,donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis,650,INR,2023-03-23,2021-12-06,16 Months,#a6de23,Empty,,,
43-9786749,1534316,453415,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis,350,INR,2020-09-08,2020-09-28,1 Months,#b88103,Empty,,,
23-3753502,1304185,112526,condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat,950,INR,2023-07-17,2022-10-23,9 Months,#ce445a,Empty,,,
16-9063906,1714829,1930479,nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec,950,INR,2020-10-19,2020-10-14,0 Months,#b77f97,Empty,,,
92-7310385,1796503,1648017,erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim,650,INR,2020-09-01,2019-08-01,13 Months,#40343d,Empty,,,
78-8022260,1336695,2371574,magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere,650,INR,2022-03-02,2021-01-09,14 Months,#bbb309,Empty,,,
54-7440608,1879817,1044243,posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci,650,INR,2020-10-11,2021-04-20,6 Months,#5b9465,Empty,,,
20-3656207,1779410,694531,pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl,950,INR,2020-10-24,2021-07-23,9 Months,#cdaf23,Empty,,,
07-5609352,1727640,2004023,at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo,650,INR,2023-10-14,2020-09-05,38 Months,#975cf6,Empty,,,
80-1552068,1119602,658791,rhoncus dui vel sem sed sagittis nam congue risus semper,1500,INR,2023-04-03,2020-11-15,29 Months,#15a7ed,Empty,,,
15-6778629,1548375,1335771,etiam justo etiam pretium iaculis justo in hac habitasse platea,350,INR,2023-01-08,2020-01-25,36 Months,#f7dc2a,Empty,,,
82-9030414,1515084,1859379,fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet,650,INR,2023-07-05,2021-11-28,19 Months,#b72eee,Empty,,,
32-1021230,1523394,2367674,nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices,350,INR,2021-12-01,2022-08-07,8 Months,#f97602,Empty,,,
40-4318777,1327436,2400170,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis,1500,INR,2020-09-02,2020-10-21,2 Months,#554621,Empty,,,
98-7484055,1769463,1761051,sit amet lobortis sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum,650,INR,2021-07-06,2021-05-08,2 Months,#30e341,Empty,,,
74-5180652,1454649,2070214,luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci,350,INR,2021-05-15,2020-10-21,7 Months,#0c722d,Empty,,,
60-6254544,1282543,188625,ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non,350,INR,2020-07-03,2020-07-25,1 Months,#21cd87,Empty,,,
17-6113225,1604148,185270,vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa,950,INR,2023-08-16,2020-04-25,40 Months,#ae4305,Empty,,,
36-1826193,1461545,2372209,aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi,350,INR,2022-08-07,2021-03-30,17 Months,#872e72,Empty,,,
73-0039337,1579121,178248,libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis,1500,INR,2020-07-13,2021-05-02,10 Months,#916338,Empty,,,
39-7993229,1662555,633913,dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum,350,INR,2021-03-02,2019-05-03,22 Months,#11f300,Empty,,,
58-3057251,1451745,429204,fusce lacus purus aliquet at feugiat non pretium quis lectus,950,INR,2023-06-02,2019-07-08,48 Months,#d289cd,Empty,,,
32-7734527,1590235,113185,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus,950,INR,2021-02-08,2022-04-04,14 Months,#57fd20,Empty,,,
81-9791265,1610382,1389269,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices,350,INR,2022-01-24,2019-06-09,32 Months,#10b53b,Empty,,,
69-8472948,1611614,922989,ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at,1500,INR,2023-10-14,2019-04-17,55 Months,#b85ea6,Empty,,,
26-2517066,1790490,1862223,purus eu magna vulputate luctus cum sociis natoque penatibus et magnis,950,INR,2021-01-08,2021-05-29,5 Months,#f1a563,Empty,,,
47-6894290,1396015,2320485,sed interdum venenatis turpis enim blandit mi in porttitor pede justo,1500,INR,2021-11-18,2020-04-26,19 Months,#dcce9f,Empty,,,
85-8428266,1140019,2281339,enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus,1500,INR,2022-08-13,2021-06-23,14 Months,#c47592,Empty,,,
90-8478762,1751876,12560,consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna,950,INR,2020-04-29,2019-04-17,13 Months,#a8fa12,Empty,,,
81-2883599,1344543,221870,nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta,1500,INR,2021-10-04,2019-06-01,29 Months,#c97580,Empty,,,
85-5732324,1866940,2444609,odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit,950,INR,2020-10-20,2021-10-25,12 Months,#0f1353,Empty,,,
01-6266640,1862524,1038445,semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci,650,INR,2023-03-09,2020-04-19,35 Months,#740d69,Empty,,,
01-9985098,1794199,1140857,amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh,950,INR,2020-12-04,2020-09-06,3 Months,#dfe09e,Empty,,,
45-2237162,1114695,1973971,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem,650,INR,2021-11-25,2022-02-26,3 Months,#81385a,Empty,,,
02-6476743,1252248,2436789,lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac,1500,INR,2022-11-20,2019-07-31,40 Months,#a16937,Empty,,,
08-7036126,1333603,618768,posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec,950,INR,2020-08-06,2022-04-22,21 Months,#6c8659,Empty,,,
99-9962649,1253927,177768,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales,950,INR,2023-05-05,2020-02-23,39 Months,#8478f7,Empty,,,
66-2149479,1663400,1776447,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis,650,INR,2021-01-20,2022-03-25,14 Months,#5ac452,Empty,,,
95-5262486,1777177,104898,vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer,950,INR,2023-06-10,2019-07-02,48 Months,#d1f0ea,Empty,,,
86-7468733,1347859,2083486,volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla,350,INR,2022-05-16,2020-05-12,24 Months,#1e61f6,Empty,,,
27-3216572,1179829,430067,vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra,1500,INR,2020-07-12,2019-08-22,11 Months,#ae6b5d,Empty,,,
40-1502025,1584896,2203242,elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper,650,INR,2021-08-05,2019-11-08,21 Months,#ae85eb,Empty,,,
43-2772752,1165835,1544307,congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue,1500,INR,2022-02-20,2022-01-15,1 Months,#670477,Empty,,,
50-6554673,1420000,1101368,in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue,650,INR,2023-03-18,2020-07-24,32 Months,#d248c8,Empty,,,
09-8871554,1792340,1351305,elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus,350,INR,2020-09-01,2019-08-23,13 Months,#5efd50,Empty,,,
57-8269531,1154530,698329,consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel,1500,INR,2022-06-07,2022-03-07,3 Months,#4b0655,Empty,,,
08-3210497,1464283,762868,potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus,350,INR,2021-01-23,2019-09-12,17 Months,#26c72a,Empty,,,
84-5168872,1444375,2021694,ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,950,INR,2020-12-12,2020-06-16,6 Months,#1aca04,Empty,,,
96-7165293,1724729,786319,vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum,350,INR,2021-10-12,2019-10-03,25 Months,#4d8cc9,Empty,,,
90-5205894,1305749,438978,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur,650,INR,2021-07-27,2019-11-30,20 Months,#a9a45e,Empty,,,
40-5560220,1640580,2199465,eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula,950,INR,2020-07-18,2020-11-26,4 Months,#b16c6e,Empty,,,
94-6293529,1572070,2180509,luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium,1500,INR,2021-12-19,2020-11-20,13 Months,#d62c3f,Empty,,,
41-5193706,1719894,610210,justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum,650,INR,2021-03-28,2022-03-20,12 Months,#275451,Empty,,,
70-7274674,1179715,2103093,quis tortor id nulla ultrices aliquet maecenas leo odio condimentum,1500,INR,2020-06-25,2022-03-11,21 Months,#7ed8be,Empty,,,
37-3056317,1648432,1753643,curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer,1500,INR,2021-09-11,2020-01-18,20 Months,#b17441,Empty,,,
04-8701309,1809085,2383241,aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam,350,INR,2022-09-01,2019-05-15,40 Months,#54d25c,Empty,,,
05-4597755,1595096,2255894,dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum,1500,INR,2023-10-13,2021-12-07,23 Months,#87dddf,Empty,,,
88-2351947,1280201,1996876,turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in,950,INR,2022-02-18,2021-12-10,2 Months,#66117f,Empty,,,
14-3729403,1512766,2437217,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur,350,INR,2022-09-16,2019-12-13,34 Months,#5c8a1c,Empty,,,
25-4517026,1355440,2432049,mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu,350,INR,2020-10-01,2019-04-06,18 Months,#cd4736,Empty,,,
56-7040587,1237459,2374511,ut blandit non interdum in ante vestibulum ante ipsum primis in,950,INR,2022-01-18,2022-05-15,4 Months,#93ba9a,Empty,,,
66-1013899,1874619,1554172,convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien,650,INR,2023-05-11,2022-09-20,8 Months,#4a2e47,Empty,,,
38-6038737,1867397,2481034,donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum,1500,INR,2021-12-19,2019-05-05,32 Months,#ebb850,Empty,,,
34-6403893,1797961,2412744,aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac,350,INR,2023-01-20,2020-06-14,32 Months,#2290c5,Empty,,,
74-0163908,1773539,23619,ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed,350,INR,2023-10-23,2019-10-06,49 Months,#7748c0,Empty,,,
45-1860200,1518424,1887138,nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu,1500,INR,2020-11-24,2019-11-17,12 Months,#6fc1fd,Empty,,,
50-3153141,1833845,1847127,fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales,950,INR,2022-08-29,2021-07-16,14 Months,#c09a00,Empty,,,
36-8853099,1728313,1479640,vulputate elementum nullam varius nulla facilisi cras non velit nec,650,INR,2023-07-14,2021-10-23,21 Months,#d37ca8,Empty,,,
80-0427377,1611295,660565,lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat,650,INR,2022-01-22,2022-02-23,1 Months,#583d63,Empty,,,
